order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
87,465,2023-07-30 00:00:00,6657.51,Apple Pay,"1826 Wilson Inlet Apt. 985, Port Ashley, NM 46301",Processing
88,21,2023-03-08 00:00:00,6923.42,Debit Card,"37042 Michael Mountain, New Isaiah, SD 49613",Shipped
89,605,2023-11-10 00:00:00,3966.71,Google Pay,"PSC 8615, Box 7445, APO AE 70882",Delivered
90,882,2023-11-13 00:00:00,9907.85,Google Pay,"PSC 7189, Box 3430, APO AE 84219",Delivered
91,931,2023-06-17 00:00:00,7839.69,Apple Pay,"1106 Rodriguez Crescent Apt. 180, Port Angelaberg, AK 56673",Delivered
92,498,2023-12-12 00:00:00,2920.29,Debit Card,"35738 Jane Streets, South Bruceborough, VI 47516",Cancelled
93,483,2023-02-18 00:00:00,7778.61,Credit Card,"1319 Morgan Flat, Lake Ashley, IN 14448",Shipped
94,872,2023-12-08 00:00:00,2115.24,Apple Pay,"476 Renee Throughway Apt. 766, Marcstad, CO 90496",Delivered
95,839,2023-05-13 00:00:00,6075.88,Bank Transfer,"866 King Manor, North Joeltown, MD 37242",Pending
96,9,2023-11-27 00:00:00,7195.13,PayPal,"85874 Matthew Ville, New Scottburgh, WY 74298",Shipped
97,87,2023-12-31 00:00:00,6099.39,Credit Card,"6329 Kennedy Island Apt. 078, Port Katrinabury, PA 59852",Cancelled
98,140,2023-09-16 00:00:00,1472.74,PayPal,"2152 Elizabeth Islands Suite 893, Petersonport, NE 94253",Delivered
99,839,2023-05-28 00:00:00,8791.0,Debit Card,"866 King Manor, North Joeltown, MD 37242",Processing
100,506,2023-05-30 00:00:00,1825.64,Apple Pay,"0472 Jacobson Port, East Haley, NJ 29862",Shipped
101,384,2023-02-05 00:00:00,7232.16,Apple Pay,"03755 Nixon Track Suite 930, Port Howard, DE 27464",Shipped
102,862,2023-05-05 00:00:00,4103.49,Credit Card,"708 Matthew Wall, Nguyenborough, AS 20879",Processing
103,330,2023-04-30 00:00:00,5552.05,Credit Card,"652 Fleming Spur Suite 172, Port Anthonyfurt, MA 30718",Shipped
104,711,2023-09-20 00:00:00,1702.9,Apple Pay,"7036 Jeffery Plaza, North Tiffany, VT 74842",Delivered
105,74,2023-01-01 00:00:00,1446.63,Bank Transfer,"688 Susan Road Suite 063, New Deborah, WV 28941",Cancelled
106,641,2023-08-08 00:00:00,8454.24,Bank Transfer,"3452 Griffin Valley, Amberburgh, IN 10016",Shipped
107,116,2023-05-07 00:00:00,3038.33,Bank Transfer,"043 Cynthia Inlet Apt. 525, New Michelle, AK 25570",Shipped
108,274,2023-10-02 00:00:00,5463.86,Credit Card,"21148 Christina Spurs, North Amandatown, GU 15487",Shipped
109,565,2023-06-17 00:00:00,3640.32,Credit Card,"Unit 6245 Box 0205, DPO AE 69823",Shipped
110,613,2023-04-20 00:00:00,930.02,Google Pay,"Unit 1403 Box 7471, DPO AP 89052",Delivered
111,774,2023-09-18 00:00:00,934.56,PayPal,"6133 Lambert Springs, Marialand, VA 07607",Cancelled
112,29,2023-04-14 00:00:00,7788.66,Debit Card,"PSC 5609, Box 7805, APO AP 39462",Delivered
113,613,2023-04-18 00:00:00,1690.1,Debit Card,"Unit 1403 Box 7471, DPO AP 89052",Processing
114,602,2023-03-05 00:00:00,6097.19,PayPal,"25761 Terrell Park, Port Andrea, UT 13648",Delivered
115,326,2023-09-10 00:00:00,5934.52,Google Pay,"435 Michael Extension, East Allenberg, MN 85086",Shipped
116,532,2023-11-18 00:00:00,18.96,Google Pay,"862 Jones Rapids Apt. 764, New Laura, ME 60916",Delivered
117,714,2023-11-20 00:00:00,10630.79,Google Pay,"48864 Isaiah Shores, West Darleneville, IA 84226",Cancelled
118,653,2023-12-09 00:00:00,3980.62,Google Pay,"4426 Cynthia Ports, New David, VA 24658",Cancelled
119,556,2023-09-07 00:00:00,3198.71,PayPal,"347 Lewis Brook Apt. 743, West Meredithfort, AR 64567",Delivered
120,157,2023-09-21 00:00:00,6936.55,PayPal,"Unit 1394 Box 7866, DPO AA 18215",Shipped
121,511,2023-10-10 00:00:00,4656.89,Credit Card,"Unit 5532 Box 8521, DPO AA 29810",Delivered
122,718,2023-11-21 00:00:00,223.62,PayPal,"816 Klein Neck Apt. 474, Lake James, GA 05119",Shipped
123,124,2023-11-06 00:00:00,4402.77,Apple Pay,"Unit 4756 Box 8472, DPO AE 18561",Processing
124,403,2023-06-19 00:00:00,1253.88,Bank Transfer,"772 Wall Prairie, Johnsonview, IA 05659",Delivered
125,846,2023-04-21 00:00:00,1787.13,Debit Card,"8611 Pamela Oval, Brownshire, MP 14113",Shipped
126,907,2023-04-13 00:00:00,866.78,Credit Card,"PSC 5572, Box 7506, APO AA 78334",Processing
127,861,2023-07-16 00:00:00,2266.95,Bank Transfer,"8571 Henry Avenue, Reyesside, NJ 23683",Delivered
128,617,2023-07-30 00:00:00,2605.46,Bank Transfer,"203 Lucero Highway Apt. 488, West Terrihaven, AL 46586",Cancelled
129,345,2023-12-23 00:00:00,8983.63,PayPal,"95691 Black Pines, Kathyview, UT 59357",Shipped
130,854,2023-11-05 00:00:00,3596.6,PayPal,"1857 Montoya Mountain, Robertstad, AS 95062",Delivered
131,351,2023-08-11 00:00:00,4847.84,Apple Pay,"6762 Donna Island, East Bryan, OR 43286",Pending
132,848,2023-05-21 00:00:00,9834.07,Bank Transfer,"3173 Jennifer Plains, Frenchview, NJ 91796",Processing
133,475,2023-04-10 00:00:00,2589.09,Apple Pay,"63390 Alexander Keys Apt. 486, Karenside, MN 39583",Processing
134,809,2023-12-24 00:00:00,4869.43,Credit Card,"889 Kristopher Ville, New Crystalhaven, CT 35192",Processing
135,37,2023-07-06 00:00:00,8295.95,Bank Transfer,"67214 Robert Ways, Port Bryan, TX 75634",Processing
136,781,2023-09-14 00:00:00,6847.76,PayPal,"7187 Reynolds Ranch Suite 523, New Catherinehaven, VA 21482",Shipped
137,49,2023-07-15 00:00:00,415.1,Debit Card,"564 Davis Meadows, Riverstown, SD 21458",Shipped
138,54,2023-12-25 00:00:00,1202.33,Google Pay,"04658 Merritt Villages Suite 320, North Sarahmouth, AL 13482",Delivered
139,732,2023-12-11 00:00:00,4558.28,PayPal,"3709 Hernandez River Suite 433, Kimberlytown, VI 19597",Processing
140,896,2023-01-17 00:00:00,1867.49,Debit Card,"9170 Conley Isle, Lake Mariatown, MT 09301",Delivered
141,422,2023-09-06 00:00:00,2597.26,Credit Card,"USNS Barber, FPO AE 61664",Shipped
142,836,2023-06-28 00:00:00,3581.25,Bank Transfer,"928 Jacob Curve, Gilmoretown, NE 11794",Processing
143,797,2023-02-22 00:00:00,3775.25,Apple Pay,"4298 Craig Burgs Apt. 163, Port Caitlyn, NC 09752",Delivered
144,924,2023-02-01 00:00:00,5142.43,Credit Card,"85561 Edwards Stream, Port Alisonbury, MS 80466",Delivered
145,964,2023-06-03 00:00:00,2973.3,Google Pay,"34584 Zimmerman Valley Suite 847, East Kelly, AS 83962",Processing
146,630,2023-08-10 00:00:00,1736.61,Google Pay,"311 Smith Meadow Suite 169, Leebury, LA 70905",Delivered
147,209,2023-04-28 00:00:00,5356.76,Bank Transfer,"77469 Courtney Fort Apt. 443, East Melissa, WI 46480",Shipped
148,410,2023-08-23 00:00:00,4084.77,PayPal,"81251 Michelle Pine Suite 306, Judithland, FL 36422",Delivered
149,940,2023-04-24 00:00:00,518.95,Debit Card,"74289 Brittany Fields, Mathishaven, DC 85021",Shipped
150,763,2023-03-08 00:00:00,12214.8,Google Pay,"952 Murphy Cove, Williamfurt, KS 09672",Delivered
151,911,2023-07-31 00:00:00,4055.72,Debit Card,"9530 Barnes Isle Suite 243, Robertbury, AK 07924",Processing
152,921,2023-10-30 00:00:00,5607.37,PayPal,"911 Jessica Forks, Fullerborough, WI 65394",Returned
153,553,2023-09-29 00:00:00,4580.37,Apple Pay,"63386 Victor Orchard, Andrewstad, VI 06809",Shipped
154,767,2023-08-12 00:00:00,1312.67,PayPal,"906 Melissa Trafficway Apt. 612, Nashmouth, CT 64192",Delivered
155,842,2023-07-18 00:00:00,506.1,Credit Card,"PSC 7457, Box 7195, APO AE 75118",Cancelled
156,316,2023-05-14 00:00:00,7370.28,Apple Pay,"543 Meyers Stravenue Suite 733, Christopherview, MA 39864",Delivered
157,159,2023-03-14 00:00:00,7426.25,Apple Pay,"651 Antonio Course, East Elizabethborough, PR 22676",Delivered
158,202,2023-03-30 00:00:00,6213.34,Google Pay,"80374 Powers Extension Suite 774, East Sarah, MD 31290",Pending
159,364,2023-09-24 00:00:00,3448.91,Credit Card,"98533 Tara Land Suite 438, West Coryhaven, NJ 49317",Processing
160,630,2023-04-16 00:00:00,7199.0,Bank Transfer,"311 Smith Meadow Suite 169, Leebury, LA 70905",Pending
161,206,2023-03-03 00:00:00,2024.14,Debit Card,"PSC 8547, Box 1451, APO AP 41206",Shipped
162,556,2023-05-18 00:00:00,5092.14,Debit Card,"347 Lewis Brook Apt. 743, West Meredithfort, AR 64567",Delivered
163,178,2023-06-09 00:00:00,3867.93,Debit Card,"83680 Foster Burg, Carrolltown, MH 85056",Pending
164,294,2023-12-16 00:00:00,3990.53,PayPal,"2567 Clements Drive, Port Heatherport, NM 87242",Delivered
165,165,2023-04-05 00:00:00,3082.22,Google Pay,"79615 Robert Cliffs Apt. 026, Lake Misty, MN 79969",Cancelled
166,681,2023-01-10 00:00:00,4109.68,Credit Card,"104 April Stream, Kevinfort, OH 85698",Delivered
167,103,2023-04-17 00:00:00,7901.02,Debit Card,"01785 Dana Cape Apt. 161, Ricebury, NC 91068",Processing
168,148,2023-01-14 00:00:00,5722.95,Apple Pay,"8604 Anna Cape, South Sherylburgh, VI 18876",Delivered
169,379,2023-10-30 00:00:00,4528.49,Debit Card,"49196 Carol Stravenue Suite 566, New Carolynburgh, MO 37738",Shipped
170,373,2023-08-21 00:00:00,3075.67,PayPal,"66792 Hayes Glens, Dustinville, WY 74551",Shipped
171,239,2023-05-28 00:00:00,2686.06,PayPal,"809 Lara Mall Apt. 018, Pamelafort, VT 32963",Processing
172,474,2023-07-11 00:00:00,8786.21,Apple Pay,"8792 Alexander Row, Emilyview, OK 94554",Returned
173,938,2023-02-20 00:00:00,4261.06,Bank Transfer,"23544 Renee Club, Jessicabury, NC 79218",Delivered
174,305,2023-11-21 00:00:00,5594.24,Bank Transfer,"960 Monroe Creek, North Jamesborough, KS 18874",Pending
175,718,2023-10-10 00:00:00,2718.14,Apple Pay,"816 Klein Neck Apt. 474, Lake James, GA 05119",Shipped
176,856,2023-08-06 00:00:00,6858.85,Debit Card,"7821 Wilson Unions, Jilliantown, MT 91082",Returned
177,361,2023-09-08 00:00:00,7915.24,PayPal,"0164 April Stravenue, Port Hollymouth, CT 17262",Returned
178,891,2023-09-11 00:00:00,568.4,Debit Card,"98427 Michael Way, Lake Andrea, SC 92576",Pending
179,758,2023-11-29 00:00:00,8191.26,PayPal,"3864 Brown Lake Apt. 366, Michelehaven, MT 52043",Delivered
180,167,2023-04-18 00:00:00,7525.9,PayPal,"4528 Michael Plaza Suite 358, Wangside, IL 26936",Shipped
181,834,2023-11-02 00:00:00,6584.02,Bank Transfer,"94237 Brandy Village, New Justin, GA 92210",Delivered
182,698,2023-11-11 00:00:00,705.44,Bank Transfer,"5986 Robinson Motorway Apt. 593, Robertofurt, GA 68350",Delivered
183,52,2023-03-14 00:00:00,5029.58,Google Pay,"USNV Jackson, FPO AP 67152",Shipped
184,515,2023-01-05 00:00:00,4013.49,Apple Pay,"76315 Hughes Neck, Scottbury, MS 15964",Shipped
185,607,2023-04-29 00:00:00,3737.81,Credit Card,"67205 Lopez Manor Suite 181, Hollytown, OR 24594",Processing
186,946,2023-05-20 00:00:00,4104.63,PayPal,"6261 Vincent Islands, Richardborough, ID 19486",Pending
187,66,2023-10-14 00:00:00,2035.9,Credit Card,"181 Flores Orchard, Port Joseph, IL 21022",Returned
188,639,2023-04-07 00:00:00,4736.35,PayPal,"441 Salazar Shores, Robinport, GU 92486",Processing
189,914,2023-02-13 00:00:00,2877.19,Google Pay,"8804 Carson Brook Apt. 529, Smithburgh, AZ 70177",Processing
190,980,2023-10-03 00:00:00,3162.81,PayPal,"10871 Summers Estate, Port Erikstad, TX 14164",Pending
191,492,2023-07-05 00:00:00,5944.7,Google Pay,"394 Michael Place, West Louisport, DE 08230",Delivered
192,391,2023-11-19 00:00:00,5787.8,Google Pay,"9154 Jeremy Greens, North Justinfurt, IN 04405",Shipped
193,314,2023-02-06 00:00:00,354.07,Debit Card,"9382 Judy Place, New Richardhaven, SC 83437",Delivered
194,627,2023-06-12 00:00:00,2370.09,Google Pay,"85851 Brown Rue, Jeremychester, MS 73458",Shipped
195,364,2023-02-25 00:00:00,885.34,Credit Card,"98533 Tara Land Suite 438, West Coryhaven, NJ 49317",Delivered
196,112,2023-03-19 00:00:00,1951.17,Apple Pay,"8287 Matthew Cliff, Benjaminland, SC 99150",Cancelled
197,618,2023-09-05 00:00:00,2736.91,Apple Pay,"3343 Cox Fall, Russellborough, AS 83987",Pending
198,24,2023-03-21 00:00:00,2829.65,Apple Pay,"63366 Galvan Mount Apt. 992, New Kurtside, OR 94309",Shipped
199,995,2023-03-02 00:00:00,1044.42,Bank Transfer,"6972 Duncan Bypass, North Joanne, TN 53244",Delivered
200,801,2023-01-22 00:00:00,4702.4,Google Pay,"32810 Hart Knoll, West Lisastad, NV 76447",Shipped
201,92,2023-01-07 00:00:00,7427.19,Apple Pay,"60075 Hunter Lodge, Dorothychester, CO 43735",Processing
202,484,2023-01-13 00:00:00,7359.46,PayPal,"140 Douglas Crossroad, Johntown, UT 71321",Processing
203,782,2023-09-22 00:00:00,5033.71,Debit Card,"81786 Joshua Trail, South Robyn, MD 10786",Returned
204,547,2023-07-12 00:00:00,5187.59,Apple Pay,"98372 Sheryl Vista, Jasonberg, VT 76142",Delivered
205,292,2023-10-18 00:00:00,1557.4,Google Pay,"3728 Taylor Knolls, Lake Christon, AS 58022",Processing
206,897,2023-09-30 00:00:00,2689.06,Apple Pay,"214 Heidi Walk, Lake Ryanchester, CT 47982",Shipped
207,707,2023-03-29 00:00:00,335.03,PayPal,"PSC 1520, Box 4133, APO AE 13359",Shipped
208,234,2023-02-09 00:00:00,5950.78,Google Pay,"16345 Lynn Ramp, New Stephanieton, PW 51589",Delivered
209,90,2023-05-21 00:00:00,7316.61,Bank Transfer,"5189 Christopher Gardens, South Roberto, AK 21394",Shipped
210,911,2023-10-22 00:00:00,1046.55,Apple Pay,"9530 Barnes Isle Suite 243, Robertbury, AK 07924",Shipped
211,478,2023-04-01 00:00:00,1109.42,Debit Card,"45732 Brooke Highway, Lake Lisa, HI 76297",Shipped
212,229,2023-12-20 00:00:00,1816.45,PayPal,"205 Jason River Suite 044, Kelleystad, IN 27274",Pending
213,402,2023-05-01 00:00:00,4833.03,Google Pay,"55740 Pitts Forges, West Williehaven, NC 47956",Delivered
214,786,2023-02-16 00:00:00,3177.96,PayPal,"PSC 3821, Box 7250, APO AE 10510",Processing
215,30,2023-08-15 00:00:00,4429.61,Google Pay,"429 Harris Stravenue Apt. 403, South Thomas, WI 99240",Shipped
216,118,2023-01-15 00:00:00,3269.35,Credit Card,"908 Andrew Ferry Suite 205, Port Samuel, AZ 58066",Shipped
217,836,2023-09-20 00:00:00,5344.93,Apple Pay,"928 Jacob Curve, Gilmoretown, NE 11794",Delivered
218,579,2023-08-18 00:00:00,3033.33,Credit Card,"6404 Rogers Lodge Apt. 896, Sharonfurt, AL 25007",Delivered
219,378,2023-03-08 00:00:00,933.08,Credit Card,"1691 Jessica Neck, South Andrew, MT 47345",Shipped
220,195,2023-04-14 00:00:00,3544.25,Bank Transfer,"7533 Dakota Spring, Johnsonport, RI 36126",Returned
221,364,2023-04-28 00:00:00,9277.94,Credit Card,"98533 Tara Land Suite 438, West Coryhaven, NJ 49317",Delivered
222,285,2023-01-02 00:00:00,9812.1,PayPal,"81704 Miller Crossing Suite 536, Lewisburgh, VA 81924",Delivered
223,111,2023-05-27 00:00:00,2592.25,Bank Transfer,"1540 Craig Trail, North Coreyberg, CA 20786",Shipped
224,539,2023-06-15 00:00:00,3508.9,Apple Pay,"35561 Sandra Highway, Marioview, PA 80595",Pending
225,295,2023-11-09 00:00:00,5470.22,Credit Card,"28841 Jefferson Loaf, Emilyfurt, AS 30550",Delivered
226,60,2023-12-13 00:00:00,7420.81,Google Pay,"9801 Thomas Trail Apt. 780, East Heather, MS 09370",Shipped
227,445,2023-01-28 00:00:00,1823.91,Credit Card,"178 Sean Plaza, Joshuaview, AL 28476",Shipped
228,336,2023-06-28 00:00:00,2292.75,PayPal,"Unit 7514 Box 0245, DPO AA 54523",Shipped
229,716,2023-07-24 00:00:00,10041.9,PayPal,"PSC 1910, Box 7528, APO AP 71823",Processing
230,262,2023-02-18 00:00:00,1249.72,Debit Card,"36570 Jackson Roads Apt. 627, Lake Kimberly, WY 37697",Cancelled
231,745,2023-08-15 00:00:00,6364.94,PayPal,"Unit 2542 Box 9648, DPO AP 39838",Delivered
232,739,2023-07-23 00:00:00,6816.71,Google Pay,"079 Tammy Plain Apt. 410, Scottside, SC 07612",Processing
233,916,2023-04-27 00:00:00,9433.28,Debit Card,"15798 Nelson Harbors Apt. 898, Port Brittanymouth, OH 96124",Delivered
234,941,2023-06-26 00:00:00,2202.38,PayPal,"830 Autumn Gateway Suite 445, Michaelchester, ME 79287",Shipped
235,970,2023-02-07 00:00:00,3992.32,Credit Card,"6829 Juan Stream Suite 874, West Andrew, OH 22418",Delivered
236,168,2023-07-09 00:00:00,2998.16,PayPal,"94614 Troy Common Apt. 060, Port Erica, NJ 08221",Delivered
