order_id,customer_id,order_date,total_amount,payment_method,shipping_address,status
36,233,2023-06-24 00:00:00,6405.77,Google Pay,"5714 Cisneros Port Apt. 692, South Derrick, VA 88418",Delivered
37,332,2023-05-20 00:00:00,3709.37,Google Pay,"705 Hayes Vista Apt. 376, Port Mary, TX 28191",Delivered
38,246,2023-09-05 00:00:00,5425.24,Bank Transfer,"35993 Eric River Apt. 723, Josephbury, AR 46354",Delivered
39,99,2023-10-19 00:00:00,5241.72,Bank Transfer,"884 Kristin Pine, Angelafurt, VT 37094",Returned
40,186,2023-02-06 00:00:00,4568.76,Bank Transfer,"28582 Shields Coves, North Rodneyside, KY 41119",Shipped
41,268,2023-06-25 00:00:00,15112.3,Debit Card,"8063 Erika Cliff, South Bobby, KS 64562",Delivered
42,504,2023-09-05 00:00:00,2988.98,Credit Card,"38844 Berg Orchard Suite 298, Port Rachelshire, WV 72141",Delivered
43,80,2023-03-09 00:00:00,2695.66,Bank Transfer,"276 Shah Hill, Briannachester, DE 96520",Processing
44,144,2023-09-09 00:00:00,3602.28,Bank Transfer,"5235 Richards Lodge, North Clintonshire, AR 28288",Pending
45,456,2023-06-03 00:00:00,1732.73,Debit Card,"740 Tracy Avenue Suite 828, Jamesmouth, CO 67785",Cancelled
46,430,2023-12-31 00:00:00,904.31,Apple Pay,"USNS Tran, FPO AP 26780",Shipped
47,490,2023-06-06 00:00:00,1306.36,Google Pay,"529 Mary Expressway, Richardborough, AK 10803",Shipped
48,254,2023-08-25 00:00:00,7138.54,Debit Card,"3678 Ward Ville Suite 937, New Karenville, UT 29954",Delivered
49,281,2023-10-18 00:00:00,2156.23,Apple Pay,"663 Timothy Track, Cassandrashire, CT 61778",Delivered
50,345,2023-10-14 00:00:00,6387.48,Google Pay,"900 Morrison Road, Lake Emily, DC 09574",Delivered
51,398,2023-12-04 00:00:00,2577.7,Credit Card,"86890 Michelle Cliff, Lake Jasonside, NV 93126",Shipped
52,205,2023-07-31 00:00:00,7171.3,Google Pay,"PSC 0799, Box 0462, APO AA 65846",Delivered
53,92,2023-02-18 00:00:00,4253.17,Google Pay,"76944 Steven Cliffs Apt. 963, South Kathleenville, MS 68783",Delivered
54,507,2023-02-27 00:00:00,7075.8,Google Pay,"858 Lopez Highway Apt. 625, Port Dylanport, WA 63234",Shipped
55,479,2023-10-24 00:00:00,2761.99,Credit Card,"62520 Kyle Point Apt. 832, Lake Kellyshire, MN 32050",Delivered
56,365,2023-10-30 00:00:00,4098.1,Google Pay,"Unit 7757 Box 6995, DPO AP 85292",Pending
57,287,2023-09-15 00:00:00,1361.85,Google Pay,"9724 Young Shores Suite 001, Aprilmouth, NM 27628",Shipped
58,372,2023-05-07 00:00:00,5284.68,Bank Transfer,"443 Robert Prairie Apt. 386, Vasquezton, SD 30453",Shipped
59,123,2023-10-08 00:00:00,10990.31,PayPal,"764 Tammy Radial Apt. 516, East Robertberg, UT 48737",Delivered
60,2,2023-08-16 00:00:00,1825.0,PayPal,"218 Perkins Lodge, Santoshaven, MP 26034",Processing
61,314,2023-09-24 00:00:00,9074.35,Google Pay,"8017 Jennifer Lane Apt. 544, New Latashamouth, MN 44266",Shipped
62,124,2023-03-25 00:00:00,7915.96,Credit Card,"18737 Maria Spur Apt. 728, Lake Jessicashire, KS 75864",Shipped
63,258,2023-11-12 00:00:00,6593.13,Credit Card,"9075 Lloyd Passage, North Jimmy, ND 26856",Cancelled
64,33,2023-12-12 00:00:00,3948.53,Debit Card,"884 Chad Fall, Lake Yvetteview, VI 27215",Processing
65,524,2023-02-27 00:00:00,4012.48,Apple Pay,"3937 Hopkins Vista, Petersenfurt, NJ 78363",Processing
66,390,2023-09-26 00:00:00,3454.47,Credit Card,"USCGC Steele, FPO AE 76162",Processing
67,77,2023-03-26 00:00:00,917.18,Bank Transfer,"25966 Deborah Shores Suite 414, South Tiffanyside, NC 68747",Shipped
68,517,2023-08-07 00:00:00,1313.97,Credit Card,"7487 Brennan Hills Apt. 189, Martinezview, AS 25393",Shipped
69,382,2023-10-22 00:00:00,8241.45,Credit Card,"09712 Morgan Trail Apt. 488, Lewisland, NV 26788",Shipped
70,373,2023-11-23 00:00:00,6319.7,Google Pay,"618 Leach Forge Suite 852, Austinmouth, TX 48253",Processing
71,175,2023-12-12 00:00:00,4181.36,Bank Transfer,"171 Michael Port, Carlosport, ME 89708",Delivered
72,70,2023-12-10 00:00:00,5568.53,Credit Card,"62487 David Stravenue Suite 384, South Stephanietown, FM 34054",Delivered
73,211,2023-03-10 00:00:00,6232.64,PayPal,"146 Anna Ridge Suite 166, Port Davidside, AL 10869",Shipped
74,407,2023-05-07 00:00:00,8486.68,PayPal,"024 Dixon Burg Suite 145, Cooktown, VA 24783",Shipped
75,443,2023-02-28 00:00:00,4921.86,Credit Card,"7488 Adkins Dam Apt. 334, Davisshire, NE 54905",Returned
76,32,2023-10-22 00:00:00,309.42,Google Pay,"15075 Scott Causeway Suite 430, North Monique, NY 47763",Shipped
77,288,2023-01-05 00:00:00,6233.29,Apple Pay,"9139 Courtney Trail Suite 774, Mcdonaldport, MT 94618",Delivered
78,240,2023-01-19 00:00:00,8509.47,PayPal,"2196 Richard Mountains, South Heatherburgh, IA 13127",Processing
79,21,2023-11-07 00:00:00,7508.64,Google Pay,"0148 Chapman Haven Apt. 468, Rossville, OH 41472",Shipped
80,120,2023-07-15 00:00:00,4606.82,Debit Card,"903 Gray Park Suite 030, Lake Robin, DE 13052",Delivered
81,225,2023-09-11 00:00:00,2227.29,Debit Card,"USS Lloyd, FPO AA 28576",Returned
82,377,2023-09-02 00:00:00,4577.83,Google Pay,"Unit 0511 Box 3678, DPO AA 06673",Pending
83,415,2023-02-26 00:00:00,6113.4,Google Pay,"028 Welch Loaf Suite 398, East Joshuabury, RI 34010",Returned
84,85,2023-04-21 00:00:00,5665.33,Apple Pay,"3388 John Drive, Sanchezberg, CA 70369",Delivered
85,160,2023-04-22 00:00:00,2740.56,PayPal,"4730 Thompson Rapids, South Nicoleport, NY 06028",Shipped
86,470,2023-03-27 00:00:00,5351.44,Credit Card,"0841 Zachary Way, Jacobsfort, VA 20163",Shipped
87,164,2023-10-04 00:00:00,453.95,Apple Pay,"209 Tracy Brook Apt. 443, South Christinehaven, MO 19563",Returned
88,260,2023-04-04 00:00:00,2259.25,Bank Transfer,"7124 Mario Crossing, Port Deborahfort, WV 05464",Processing
89,314,2023-02-27 00:00:00,3638.16,Google Pay,"8017 Jennifer Lane Apt. 544, New Latashamouth, MN 44266",Shipped
90,412,2023-12-06 00:00:00,8012.44,PayPal,"5759 Payne Path, West Nicole, MH 06129",Delivered
91,87,2023-11-26 00:00:00,2502.52,Bank Transfer,"2697 Gregory Heights, West Gary, KS 05606",Cancelled
92,130,2023-03-07 00:00:00,2105.32,Apple Pay,"514 Adams River, Toddside, OH 53007",Cancelled
93,447,2023-02-15 00:00:00,5174.47,Debit Card,"4045 Harmon Spur, South Luisborough, IL 56594",Shipped
94,346,2023-05-19 00:00:00,3561.46,Apple Pay,"11235 Johns Isle, North William, AR 37673",Pending
95,403,2023-12-30 00:00:00,3042.44,Apple Pay,"24874 Jennifer Hill Apt. 019, Washingtonfort, NH 88932",Delivered
96,362,2023-05-14 00:00:00,5715.67,Bank Transfer,"04355 Sean Rapids Suite 584, East Jerryside, MA 87612",Delivered
97,473,2023-06-23 00:00:00,7533.12,Bank Transfer,"418 Cassandra Prairie Apt. 806, Jeffreyborough, NC 29277",Shipped
98,520,2023-07-20 00:00:00,4057.09,Google Pay,"853 Jimenez Alley Apt. 820, Reginaldview, LA 80974",Delivered
99,525,2023-06-15 00:00:00,7624.1,Google Pay,"1035 Paula Locks Suite 270, Norrischester, MP 76044",Pending
100,13,2023-01-17 00:00:00,5707.64,Google Pay,"5369 James Walks Apt. 149, Kevinland, PA 44508",Pending
101,465,2023-06-06 00:00:00,6582.45,PayPal,"1277 Ruth Square, Cherryshire, ND 05048",Shipped
102,255,2023-11-10 00:00:00,2699.65,Apple Pay,"9409 Richard Extensions Apt. 678, East Jonathan, HI 50793",Returned
103,403,2023-11-09 00:00:00,9510.61,Bank Transfer,"24874 Jennifer Hill Apt. 019, Washingtonfort, NH 88932",Shipped
104,168,2023-05-06 00:00:00,393.16,PayPal,"87455 Jonathan Ridges, Wilsonview, NC 78985",Shipped
105,454,2023-07-03 00:00:00,769.63,Apple Pay,"2188 Whitney Wall, Padillamouth, FL 35428",Delivered
106,28,2023-12-19 00:00:00,2520.57,Apple Pay,"PSC 7666, Box 4441, APO AA 62682",Delivered
107,209,2023-01-24 00:00:00,723.75,Apple Pay,"1326 Kent Shores, Blackwellport, WY 42348",Delivered
108,438,2023-03-08 00:00:00,869.25,Credit Card,"69500 James Station, Martinmouth, AL 37103",Pending
109,305,2023-10-21 00:00:00,7459.23,Google Pay,"517 Candace Station Apt. 044, Ashleytown, AK 39786",Delivered
110,342,2023-01-18 00:00:00,922.61,Google Pay,"436 Mary Prairie Apt. 247, New Tracey, ME 57622",Processing
111,232,2023-06-08 00:00:00,5671.2,Debit Card,"33804 Farmer Light Suite 114, Sanderstown, KY 11420",Delivered
112,427,2023-08-11 00:00:00,4550.27,Apple Pay,"Unit 6326 Box 0989, DPO AE 46384",Delivered
113,7,2023-04-03 00:00:00,4092.82,PayPal,"0999 Miller Fall Suite 551, Howardstad, NY 43381",Delivered
114,464,2023-12-24 00:00:00,4970.45,Bank Transfer,"04319 Elizabeth Locks Suite 402, Coreymouth, SD 86878",Delivered
115,329,2023-04-22 00:00:00,4300.11,Debit Card,"9007 Anderson Ville, North Jeffreyport, NE 91203",Delivered
116,282,2023-03-19 00:00:00,790.14,Bank Transfer,"227 Anna Throughway Suite 268, Mariaborough, MA 83540",Shipped
117,350,2023-08-09 00:00:00,822.44,Bank Transfer,"668 Alvarado Parkways Apt. 814, Port Amyburgh, NE 51279",Shipped
118,10,2023-03-22 00:00:00,4001.84,Google Pay,"1974 Williamson Square Suite 701, Lake Dannyton, GU 01784",Shipped
119,67,2023-08-23 00:00:00,354.94,Debit Card,"77427 Stanley Lakes, Port Marthaview, NY 86294",Processing
120,453,2023-09-23 00:00:00,6773.65,Bank Transfer,"2334 Jackson Viaduct, Roseshire, CT 41305",Shipped
121,399,2023-06-07 00:00:00,421.64,Credit Card,"2827 Maria Plaza Apt. 331, Hansonfort, MI 50576",Pending
122,147,2023-10-26 00:00:00,432.66,Credit Card,"12691 Murphy Hill, North Kimhaven, MT 11741",Delivered
123,537,2023-06-27 00:00:00,3788.96,Apple Pay,"4096 Dawn Place, Wilsonburgh, AL 88115",Shipped
124,524,2023-04-24 00:00:00,889.85,Debit Card,"3937 Hopkins Vista, Petersenfurt, NJ 78363",Delivered
125,209,2023-10-13 00:00:00,375.39,Bank Transfer,"1326 Kent Shores, Blackwellport, WY 42348",Shipped
126,85,2023-02-16 00:00:00,1438.56,Credit Card,"3388 John Drive, Sanchezberg, CA 70369",Shipped
127,159,2023-11-18 00:00:00,2496.86,Debit Card,"0994 Jackson Island Suite 039, Lake Nancy, WA 30333",Processing
128,328,2023-06-10 00:00:00,4024.34,Apple Pay,"23785 Baker Isle Suite 828, Theodoreport, ID 35846",Pending
129,49,2023-12-23 00:00:00,7336.97,PayPal,"283 Baker Hollow, Port Brittanyville, SD 47091",Shipped
130,187,2023-11-07 00:00:00,3127.23,PayPal,"7328 Willie Flats Apt. 683, Hamiltonshire, TX 73890",Processing
131,266,2023-05-14 00:00:00,6366.42,Credit Card,"1094 Smith Ferry Suite 400, Susanton, IN 96301",Shipped
132,329,2023-07-08 00:00:00,5233.67,Bank Transfer,"9007 Anderson Ville, North Jeffreyport, NE 91203",Delivered
133,261,2023-02-04 00:00:00,12424.2,Google Pay,"3972 Katrina Squares Apt. 664, Lefort, PW 46605",Shipped
134,544,2023-11-17 00:00:00,3791.75,Google Pay,"154 Allen Wall Suite 605, Moodyport, PR 33055",Processing
135,323,2023-06-24 00:00:00,6451.67,Debit Card,"52099 Stephen Plaza, Victoriastad, GU 43040",Pending
136,415,2023-04-12 00:00:00,2819.84,PayPal,"028 Welch Loaf Suite 398, East Joshuabury, RI 34010",Shipped
137,128,2023-09-13 00:00:00,1512.73,PayPal,"72691 Joseph Port Suite 717, Lake Charlesshire, GU 96178",Delivered
138,496,2023-06-27 00:00:00,2976.06,PayPal,"49829 Park Loaf Suite 783, Richardschester, AZ 29254",Delivered
139,241,2023-01-13 00:00:00,1303.41,Debit Card,"27803 Howard Rue Suite 552, Petersonchester, IA 12871",Delivered
140,345,2023-04-14 00:00:00,4560.42,Apple Pay,"900 Morrison Road, Lake Emily, DC 09574",Delivered
141,462,2023-09-26 00:00:00,5929.44,Bank Transfer,"5504 Jessica Plains, Paulshire, AK 53035",Shipped
142,228,2023-02-14 00:00:00,2371.93,Debit Card,"077 Gonzalez Extensions Suite 826, South Yeseniabury, LA 89174",Shipped
143,333,2023-02-09 00:00:00,2302.28,Bank Transfer,"493 White Camp, South Kelseychester, FL 05409",Shipped
144,82,2023-09-06 00:00:00,49.66,Google Pay,"5448 Veronica Drives, West Samuelfort, ID 51629",Delivered
145,114,2023-10-04 00:00:00,1724.81,Credit Card,"7302 Donna Squares Apt. 774, Dustinberg, NH 51049",Delivered
146,23,2023-09-02 00:00:00,8870.05,Credit Card,"2506 Michael Roads Suite 470, South Tylerport, FM 42442",Shipped
147,433,2023-07-26 00:00:00,8087.7,Bank Transfer,"Unit 5077 Box 0530, DPO AP 48511",Shipped
148,238,2023-07-27 00:00:00,906.05,Google Pay,"123 Doyle Prairie Apt. 857, East Tracyton, CA 81430",Shipped
149,537,2023-07-31 00:00:00,1110.72,Google Pay,"4096 Dawn Place, Wilsonburgh, AL 88115",Pending
150,147,2023-07-03 00:00:00,2681.09,Google Pay,"12691 Murphy Hill, North Kimhaven, MT 11741",Cancelled
151,28,2023-12-22 00:00:00,1385.37,Credit Card,"PSC 7666, Box 4441, APO AA 62682",Processing
152,484,2023-09-05 00:00:00,4787.76,Debit Card,"2441 Veronica Mission Suite 447, Ortizton, NE 06883",Pending
153,349,2023-04-29 00:00:00,1869.05,Debit Card,"6327 Jessica Road, South Johnton, WV 10479",Delivered
154,444,2023-12-15 00:00:00,5467.73,Debit Card,"2729 Ian Lake, West Michael, TX 61924",Processing
155,69,2023-06-25 00:00:00,848.44,PayPal,"25433 Cheryl Crescent Apt. 729, Brewertown, MS 31304",Delivered
156,240,2023-11-16 00:00:00,2641.0,Debit Card,"2196 Richard Mountains, South Heatherburgh, IA 13127",Delivered
157,155,2023-07-19 00:00:00,4817.33,Credit Card,"6814 Poole Glens, New Richardchester, CO 93088",Delivered
158,351,2023-07-03 00:00:00,4642.47,Bank Transfer,"076 Thompson Trace Suite 466, South Sarahmouth, TN 33186",Shipped
159,283,2023-12-07 00:00:00,6563.42,Bank Transfer,"PSC 7750, Box 0043, APO AA 90359",Processing
160,361,2023-09-10 00:00:00,5503.03,Credit Card,"5462 Ellis Haven Apt. 907, Port Deanna, DE 65990",Shipped
161,423,2023-09-10 00:00:00,8940.85,Google Pay,"0875 Colleen Coves, New Pamelaside, VA 04237",Shipped
162,173,2023-05-06 00:00:00,6889.42,Bank Transfer,"9686 Ferguson Station Apt. 166, Lake Kyle, MP 92206",Processing
163,84,2023-06-26 00:00:00,5700.1,Debit Card,"05644 Jason Parks, West Kayla, VI 42181",Delivered
164,200,2023-10-06 00:00:00,8249.38,Credit Card,"521 Wright Mount, Olsonfurt, PW 50407",Shipped
165,217,2023-07-08 00:00:00,2822.91,Credit Card,"706 Miller Highway Apt. 030, South Andreamouth, PR 88200",Delivered
166,338,2023-02-20 00:00:00,2379.15,Credit Card,"61070 Leslie Highway, East Ruth, PW 00557",Delivered
167,95,2023-05-01 00:00:00,5405.91,Credit Card,"USCGC Jennings, FPO AA 89132",Shipped
168,150,2023-08-25 00:00:00,11235.35,PayPal,"396 Johnson Square, New Mitchellmouth, NY 90106",Shipped
169,116,2023-04-27 00:00:00,2227.56,Apple Pay,"532 Mooney Haven, Lake Michael, AZ 46982",Pending
170,459,2023-08-24 00:00:00,3164.32,Apple Pay,"4557 David Port, Marshland, ND 56190",Processing
171,78,2023-04-26 00:00:00,1960.75,Bank Transfer,"87013 Wolfe Streets, East Michaelview, OR 46874",Shipped
172,191,2023-12-31 00:00:00,9845.49,Credit Card,"552 Andrews Centers Apt. 891, Codytown, AL 67060",Delivered
173,74,2023-03-17 00:00:00,1238.15,Bank Transfer,"9955 Joshua Mills Apt. 509, North Chadbury, WV 56334",Shipped
174,84,2023-04-30 00:00:00,1172.76,Credit Card,"05644 Jason Parks, West Kayla, VI 42181",Delivered
175,522,2023-03-01 00:00:00,528.96,Debit Card,"8757 Jennifer Skyway Suite 144, Thomasfort, HI 83621",Pending
176,135,2023-11-25 00:00:00,5937.1,Google Pay,"66036 Clark Crossing, Ericborough, OK 40636",Shipped
177,434,2023-12-28 00:00:00,6814.85,Apple Pay,"07582 Samantha Mission, East Mark, WI 34528",Pending
178,427,2023-10-23 00:00:00,2119.69,Apple Pay,"Unit 6326 Box 0989, DPO AE 46384",Processing
179,278,2023-01-31 00:00:00,6264.9,Bank Transfer,"79572 Kennedy Vista Apt. 851, Port Joshuamouth, MH 65159",Shipped
180,235,2023-10-24 00:00:00,3804.53,Bank Transfer,"732 Thornton Locks, Leebury, NY 65198",Delivered
181,276,2023-06-19 00:00:00,3534.14,Apple Pay,"133 Bauer Vista, Danielville, VT 02809",Delivered
182,512,2023-02-14 00:00:00,813.55,Google Pay,"065 Martinez Green Apt. 077, West Jeffreyside, FL 03793",Processing
183,488,2023-05-03 00:00:00,2530.04,Google Pay,"432 Melissa Valley Suite 879, Elizabethbury, IA 34367",Delivered
184,105,2023-09-11 00:00:00,5922.99,Debit Card,"464 Harris Mount Apt. 285, Hahnview, FL 89384",Shipped
185,447,2023-05-26 00:00:00,3014.03,PayPal,"4045 Harmon Spur, South Luisborough, IL 56594",Delivered
186,351,2023-01-17 00:00:00,2517.06,Google Pay,"076 Thompson Trace Suite 466, South Sarahmouth, TN 33186",Shipped
187,176,2023-06-21 00:00:00,6912.96,Bank Transfer,"304 Amber Crest, Westchester, MO 83187",Delivered
188,136,2023-04-22 00:00:00,5795.45,Google Pay,"PSC 3561, Box 9504, APO AP 46255",Processing
189,487,2023-06-11 00:00:00,4361.18,Apple Pay,"3015 White Rest, Brownbury, CO 44864",Delivered
190,152,2023-11-12 00:00:00,2690.02,Apple Pay,"2977 Fowler River, Johnsonview, NE 47162",Cancelled
191,389,2023-12-29 00:00:00,7197.08,Bank Transfer,"281 Crystal Burg, North Coltonville, NJ 52587",Shipped
192,359,2023-09-19 00:00:00,1609.34,PayPal,"304 Barker Island Apt. 077, North Tinafort, FL 91972",Shipped
193,10,2023-04-25 00:00:00,8614.26,PayPal,"1974 Williamson Square Suite 701, Lake Dannyton, GU 01784",Shipped
194,273,2023-04-17 00:00:00,1715.95,Credit Card,"0928 Hood Drive, Hughesside, HI 13757",Processing
195,425,2023-01-29 00:00:00,1132.96,Bank Transfer,"PSC 6565, Box 2587, APO AE 58692",Processing
196,1,2023-02-14 00:00:00,2429.48,Credit Card,"5395 Romero Rest, Lake Aaronfurt, MT 94852",Delivered
197,258,2023-05-06 00:00:00,5247.5,Apple Pay,"9075 Lloyd Passage, North Jimmy, ND 26856",Processing
198,507,2023-04-21 00:00:00,5294.48,Debit Card,"858 Lopez Highway Apt. 625, Port Dylanport, WA 63234",Shipped
199,423,2023-08-08 00:00:00,6422.05,PayPal,"0875 Colleen Coves, New Pamelaside, VA 04237",Delivered
200,75,2023-06-11 00:00:00,9407.62,Google Pay,"4117 Clarke Extensions, South Ericmouth, AK 29465",Shipped
201,8,2023-04-04 00:00:00,7988.09,Apple Pay,"456 Lindsey Meadows Suite 647, West Kylemouth, NY 50889",Delivered
202,221,2023-05-09 00:00:00,2550.84,Debit Card,"53216 Justin Plaza, Johnshire, ME 26648",Shipped
203,153,2023-02-06 00:00:00,6987.2,Credit Card,"925 Torres Square, Lake Natalie, FM 81535",Shipped
204,378,2023-08-28 00:00:00,856.85,PayPal,"69383 Williams Curve Apt. 509, Turnerberg, SC 48123",Cancelled
205,45,2023-03-07 00:00:00,6314.35,Apple Pay,"01566 Santos Ports Apt. 603, Marissamouth, DE 05833",Shipped
206,63,2023-07-06 00:00:00,328.06,Bank Transfer,"90488 Margaret Mountain, Lake Christopherland, GA 79807",Processing
207,182,2023-11-22 00:00:00,7463.83,Apple Pay,"09489 Amanda Lake Apt. 617, East Mark, KY 88422",Processing
208,460,2023-04-06 00:00:00,3458.72,PayPal,"683 Copeland Manors Apt. 848, Jenniferview, FL 66931",Processing
209,93,2023-03-21 00:00:00,1609.33,Credit Card,"39519 Watkins Brooks, West Julie, VI 21934",Delivered
210,92,2023-10-11 00:00:00,3772.04,Debit Card,"76944 Steven Cliffs Apt. 963, South Kathleenville, MS 68783",Pending
211,336,2023-04-03 00:00:00,6688.13,Google Pay,"124 Katrina Falls, Beardberg, MH 17268",Processing
212,215,2023-09-18 00:00:00,4346.73,Bank Transfer,"6276 Hamilton Parkway, Rasmussenshire, OH 22145",Pending
213,410,2023-02-08 00:00:00,1434.85,Credit Card,"0209 Brittany Junction, Sharonfurt, PR 10057",Processing
214,372,2023-08-19 00:00:00,8908.34,Apple Pay,"443 Robert Prairie Apt. 386, Vasquezton, SD 30453",Delivered
215,251,2023-12-16 00:00:00,2148.91,Credit Card,"5384 Laurie Wall, Nelsonchester, MO 34323",Shipped
216,542,2023-03-29 00:00:00,1894.52,Debit Card,"7761 Mark Pine Apt. 216, East Nathan, AS 80548",Delivered
217,78,2023-08-21 00:00:00,46.56,PayPal,"87013 Wolfe Streets, East Michaelview, OR 46874",Processing
218,536,2023-08-27 00:00:00,1868.55,Bank Transfer,"11294 Le Corners, West Angelica, LA 51218",Shipped
219,253,2023-06-23 00:00:00,3611.66,Bank Transfer,"60236 Walsh Turnpike Suite 334, Port Anthonystad, TN 52391",Delivered
220,531,2023-08-21 00:00:00,1335.73,Apple Pay,"250 Mcguire Island, Andrewside, OH 57135",Returned
221,99,2023-08-31 00:00:00,1045.02,Debit Card,"884 Kristin Pine, Angelafurt, VT 37094",Shipped
222,502,2023-07-27 00:00:00,5650.06,Debit Card,"864 Joanna Crescent, East Jennifer, AR 69731",Shipped
223,169,2023-10-29 00:00:00,3177.7,Debit Card,"6134 Sarah Islands, West Janet, IL 42471",Processing
224,456,2023-03-27 00:00:00,3160.0,PayPal,"740 Tracy Avenue Suite 828, Jamesmouth, CO 67785",Shipped
225,367,2023-04-10 00:00:00,4208.26,Debit Card,"0679 Catherine Corners Suite 876, Luisborough, SD 66719",Processing
226,193,2023-08-14 00:00:00,2853.6,Bank Transfer,"7316 James Shore, West Roberthaven, NE 77210",Processing
227,456,2023-06-04 00:00:00,1772.13,Apple Pay,"740 Tracy Avenue Suite 828, Jamesmouth, CO 67785",Pending
228,412,2023-09-20 00:00:00,3197.84,Google Pay,"5759 Payne Path, West Nicole, MH 06129",Pending
229,468,2023-09-18 00:00:00,3546.49,Bank Transfer,"Unit 9658 Box 7230, DPO AP 13476",Shipped
230,148,2023-08-29 00:00:00,1049.54,PayPal,"PSC 4707, Box 2029, APO AP 91463",Returned
231,121,2023-06-27 00:00:00,988.24,Debit Card,"541 Nicole Forks Suite 082, East Janet, CT 83771",Pending
232,85,2023-04-09 00:00:00,5681.03,Bank Transfer,"3388 John Drive, Sanchezberg, CA 70369",Pending
233,238,2023-01-02 00:00:00,7308.48,Google Pay,"123 Doyle Prairie Apt. 857, East Tracyton, CA 81430",Shipped
